epoch,train_loss,train_acc,val_loss,val_acc,val_f1_macro,f1_real,f1_ai_gen,f1_ai_edit
1,0.673843,0.696501,0.584547,0.779358,0.781855,0.729076,0.875143,0.741346
2,0.5204,0.773402,0.535208,0.776102,0.779175,0.735483,0.878564,0.723477
3,0.447585,0.815444,0.529335,0.79264,0.794123,0.747961,0.899685,0.734724
4,0.385063,0.849982,0.54517,0.799709,0.800674,0.753077,0.904303,0.744642
5,0.340627,0.87397,0.620625,0.791226,0.794311,0.725226,0.87917,0.778539
6,0.294629,0.89908,0.582079,0.805321,0.808235,0.746419,0.895563,0.782725
7,0.216119,0.938139,0.562399,0.81856,0.820665,0.763044,0.913863,0.785089
8,0.184552,0.952474,0.638881,0.817788,0.819249,0.749748,0.913006,0.794994
9,0.170532,0.961036,0.624708,0.820445,0.821499,0.759016,0.91767,0.78781
10,0.14598,0.973255,0.596727,0.822758,0.824829,0.770939,0.914674,0.788874
11,0.13382,0.978386,0.628175,0.822544,0.82443,0.758736,0.915299,0.799255
12,0.130017,0.979476,0.627759,0.825886,0.826939,0.761516,0.919741,0.799561
13,0.123477,0.983068,0.603779,0.826271,0.82781,0.770989,0.920532,0.791908
14,0.116801,0.984767,0.615219,0.826743,0.828344,0.767807,0.918512,0.798714
15,0.114732,0.986467,0.607766,0.826186,0.827864,0.769722,0.918637,0.795232
16,0.112151,0.986499,0.606965,0.825929,0.827452,0.769101,0.919139,0.794116
17,0.10987,0.98791,0.614962,0.8258,0.827348,0.765751,0.919343,0.796948
